inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
Y,2018,SC,319.58,6120622,536,10,2009,3,,
Y,2018,CA,319.57,2503071,54,17,2012,1,,
Y,2018,NY,319.52,9215959,9,18,1995,1,,
Y,2018,CO,319.52,93619028,30,2,1999,1,,
Y,2018,TX,319.32,5543142,14,28,2011,1,,
Y,2018,GA,319.26,19786100,29,6,1999,1,X,
Y,2018,DC,319.20,7256409,3,9,2011,2,,
Y,2018,NY,319.18,18229573,9,5,2009,3,,
Y,2018,GA,318.88,210263000,29,3,1994,2,,
Y,2018,NY,318.66,2342749,9,9,2013,1,,
Y,2018,IL,318.63,54677848,17,20,2011,1,,
Y,2018,GA,318.39,2113571,29,29,2003,1,,
Y,2018,CA,318.38,106898658,2,5,2008,1,,
Y,2018,WA,318.33,5254714,23,9,2004,1,,
Y,2018,GA,318.31,8910000,29,9,2010,1,,
Y,2018,MD,318.28,4950000,3,7,2011,3,,
Y,2018,NV,318.24,7062663,1004,17,1992,1,,
Y,2018,CA,318.24,93560000,4,28,2008,1,,
Y,2018,AZ,318.17,6291132,46,2,2007,1,,
Y,2018,IL,318.15,5506766,17,9,2009,2,,
Y,2018,TX,318.00,79269815,8,10,2011,1,,
Y,2018,WA,317.91,3824143,973,4,2012,3,,
Y,2018,VA,317.81,12191604,3,21,2012,1,,
Y,2018,IL,317.70,2739582,17,18,2012,2,,
Y,2018,IL,317.63,4315603,17,17,2002,1,,
Y,2018,GA,317.55,2840937,29,7,2007,1,,
Y,2018,TX,317.46,3871487,8,4,2003,2,,
Y,2018,TX,317.38,6423019,18,5,2013,2,,
Y,2018,UT,317.23,4302217,308,5,2006,1,,
Y,2018,AZ,317.18,36095047,46,5,2008,6,,
Y,2018,OR,316.98,3149948,10,9,2012,2,,
Y,2018,MI,316.96,2011370,50,10,1996,1,,
Y,2018,SD,316.66,2584537,742,22,2012,1,,
Y,2018,CA,316.65,3996134,2,17,1991,1,,
Y,2018,CA,316.52,8851138,87,16,2012,3,,
Y,2018,VA,316.28,13526291,3,7,2008,1,,
Y,2018,UT,316.04,6037964,48,5,2014,1,,
Y,2018,CA,315.97,7012359,4,9,2011,1,,
Y,2018,TX,315.90,4281815,8,20,2011,2,,
Y,2018,IN,315.88,2450442,81,9,2013,1,,
Y,2018,IL,315.75,3434932,17,18,2013,1,,
Y,2018,WA,315.64,50443089,23,29,2007,7,,
Y,2018,IL,315.49,2319720,17,10,2012,1,,
Y,2018,MO,315.42,4530788,74,13,2013,1,,
Y,2018,TX,315.41,2970000,8,9,2012,1,,
Y,2018,PA,315.41,10736190,52,10,2010,1,,
Y,2018,PA,315.39,13281135,52,16,1990,1,,
Y,2018,CA,315.20,3862846,75,17,2012,2,,
Y,2018,DC,315.18,4444382,3,7,2006,1,,
Y,2018,MD,315.18,3683466,3,18,2013,1,,
Y,2018,CA,315.04,16520596,2,9,2004,2,,
Y,2018,MO,314.88,10556455,102,4,2007,4,,
Y,2018,FL,314.87,2457675,1,24,2009,1,,
Y,2018,NV,314.47,4018145,1004,3,2014,1,X,X
Y,2018,CT,314.42,6208955,356,20,2010,1,,
Y,2018,MI,314.39,2411083,50,29,2001,1,,
Y,2018,KS,314.34,6942650,21,6,1993,1,,
Y,2018,FL,314.29,5217990,68,10,2014,1,,
Y,2018,NY,314.25,3472747,9,7,2006,1,,
Y,2018,LA,314.16,3790937,33,24,2013,1,X,
Y,2018,GA,314.01,25988691,29,2,2011,3,,
Y,2018,CA,313.93,5724522,2,18,2010,1,,
Y,2018,PA,313.85,2599903,49,21,1993,1,,
Y,2018,IL,313.72,2382374,17,5,2011,1,X,
Y,2018,NC,313.68,8242650,36,6,2012,2,,
Y,2018,CA,313.42,2598254,11,19,1996,1,,
Y,2018,NY,313.16,6786276,9,5,2003,1,,
Y,2018,SC,313.01,7677150,536,12,2004,1,,
Y,2018,NC,312.98,15522606,36,20,2012,1,,
Y,2018,OH,312.85,6636381,352,24,2007,2,,
Y,2018,NY,312.61,30350022,9,9,2002,1,,
Y,2018,FL,312.60,2894068,7,15,1991,1,,
Y,2018,UT,312.46,6637108,12,18,2003,1,,
Y,2018,TX,312.39,26945745,8,18,2014,1,,
Y,2018,IL,312.36,9748567,17,29,2007,1,,
Y,2018,NY,312.31,10154791,71,21,2007,1,,
Y,2018,AZ,312.14,5214300,46,17,2014,1,,
Y,2018,NY,311.57,2084857,9,17,2005,1,,
Y,2018,NH,311.52,7597780,6,21,2008,3,,
Y,2018,UT,311.32,5921762,12,1,2012,2,,
Y,2018,FL,311.31,11859407,295,11,2003,1,,
Y,2018,TX,311.21,3802347,8,10,2014,1,,
Y,2018,MO,311.04,4657280,102,9,2014,1,,
Y,2018,FL,310.91,269686689,64,20,1998,2,X,
Y,2018,FL,310.70,11206585,7,7,2011,1,,
Y,2018,WA,310.49,5727201,23,21,2013,1,X,
Y,2018,CA,310.37,12598033,11,5,2013,1,X,
Y,2018,FL,310.33,5309354,1,20,2011,1,,
Y,2018,GA,310.32,10837054,29,5,2012,1,,
Y,2018,IL,310.15,47057000,17,9,2009,1,,
Y,2018,NC,310.13,2116432,509,4,2009,1,,
Y,2018,GA,309.97,13133985,29,5,2010,3,,
Y,2018,VA,309.90,27581167,3,28,2012,2,,
Y,2018,WA,309.87,14620626,94,3,2008,2,,
Y,2018,TX,309.61,14361676,8,28,2009,4,,
Y,2018,FL,309.60,3537863,130,17,2014,1,X,
Y,2018,UT,309.49,3096997,48,17,2011,1,,
Y,2018,UT,309.40,49681777,12,16,2010,4,,
Y,2018,CO,309.10,56379012,30,11,2012,2,,
Y,2018,FL,309.00,2069967,7,9,2008,1,,
Y,2018,MA,308.88,4726206,6,20,1990,1,,
Y,2018,FL,308.82,5159740,68,4,1996,1,,
Y,2018,MA,308.80,28966000,6,12,2011,3,X,
Y,2018,MD,308.76,3847310,35,13,2010,1,,
Y,2018,MO,308.62,11764694,998,18,2006,3,,
Y,2018,OH,308.61,24915997,39,7,2006,3,,
Y,2018,MA,308.52,11996464,6,21,2004,3,,
Y,2018,VA,308.47,21689800,3,17,2007,2,,
Y,2018,FL,308.38,10200842,7,10,2004,1,,
Y,2018,GA,308.34,12122296,552,7,2010,3,,
Y,2018,PA,308.28,37484674,93,3,2010,6,,
Y,2018,NY,308.23,33711916,9,12,2012,1,,
Y,2018,CO,308.11,7518984,998,22,2005,1,,
Y,2018,FL,308.03,2418967,1,18,2009,1,,
Y,2018,NY,307.97,2866134,9,4,1990,1,,
Y,2018,GA,307.74,468602137,29,6,2005,4,,
Y,2018,NY,307.68,38737715,9,10,2000,1,,
Y,2018,TN,307.49,16227900,82,11,1999,1,,
Y,2018,DC,307.47,30131865,3,6,2010,4,,
Y,2018,AR,307.38,2386543,235,3,1998,1,,
Y,2018,VA,307.27,2577555,3,9,2005,1,,
Y,2018,UT,307.05,7091043,48,5,2008,3,,
Y,2018,CO,306.81,20231689,30,18,2012,1,X,
Y,2018,UT,306.79,4057811,12,22,1993,1,,
Y,2018,GA,306.57,3772906,29,9,2009,1,,
Y,2018,OH,306.39,13087253,47,10,1991,1,,
Y,2018,HI,306.24,2081923,385,22,1992,1,,
Y,2018,DC,306.17,62626217,3,7,2008,5,,
Y,2018,MI,306.09,7087480,219,5,1994,1,,
Y,2018,WA,305.58,4489842,23,9,2012,1,,
Y,2018,NJ,305.57,3463538,9,17,2000,1,,
Y,2018,AZ,305.56,43859043,46,13,2008,2,,
Y,2018,TX,305.45,12874897,22,17,2009,1,,
Y,2018,NC,305.33,18300753,36,7,2008,3,,
Y,2018,CO,305.24,5267090,30,9,2003,1,,
Y,2018,NC,305.17,16770335,43,17,2009,4,,
Y,2018,TN,305.14,2258369,82,22,2012,1,,
Y,2018,MN,305.05,10967150,13,17,2000,1,,
Y,2018,NC,304.94,13756789,341,7,2013,1,,
Y,2018,HI,304.87,34127799,101,3,2005,6,,
Y,2018,OH,304.85,6544246,19,9,2002,1,,
Y,2018,AR,304.75,176631000,122,10,1999,3,,
Y,2018,FL,304.54,11609245,576,20,2014,1,,
Y,2018,CA,304.41,14573293,54,28,2004,1,,
Y,2018,CA,304.39,2812578,11,3,1995,1,,
Y,2018,LA,304.30,14343914,150,5,2007,5,,
Y,2018,PA,304.17,2402915,49,28,2014,1,,
Y,2018,NJ,304.13,39977480,9,16,2003,8,,
Y,2018,MI,304.10,12720277,50,4,1996,1,,
Y,2018,MN,304.05,9450596,13,2,2013,1,,
Y,2018,CA,303.98,6140907,11,6,2014,1,,
Y,2018,CA,303.86,10507196,2,20,2013,1,,
Y,2018,GA,303.59,2602511,29,9,2013,2,X,
Y,2018,MA,303.50,92873968,6,17,2004,1,,
Y,2018,CA,303.08,13606359,2,10,2009,1,,
Y,2018,NC,303.05,5022000,43,17,2010,2,,
Y,2018,CA,302.94,3097539,4,6,2014,1,,
Y,2018,VA,302.82,4676903,3,28,2006,1,,
Y,2018,NH,302.80,20563124,24,15,2013,1,,
Y,2018,TX,302.73,6552976,404,17,2006,1,,
Y,2018,NC,302.72,6682520,36,21,2008,1,,
Y,2018,NY,302.67,10750760,9,20,2008,1,,
Y,2018,CA,302.53,3684272,2,5,2003,1,,
Y,2018,MA,302.40,4475970,6,5,2007,1,,
Y,2018,FL,302.17,6907055,68,17,1999,1,,
Y,2018,TX,302.15,5346537,8,28,2001,1,,
Y,2018,IL,302.06,2711138,17,5,1998,1,,
Y,2018,TN,301.98,19543629,110,6,2012,2,,
Y,2018,VA,301.86,36821852,3,7,2010,5,,
Y,2018,CO,301.76,7169785,30,15,2002,1,,
Y,2018,CA,301.62,14785033,4,9,2010,1,,
Y,2018,NJ,301.60,3031694,9,5,2014,1,,
Y,2018,NY,301.24,14831201,9,5,1994,1,,
Y,2018,FL,301.18,7634704,7,4,2014,1,,
Y,2018,AL,301.15,56674061,69,7,2008,6,,
Y,2018,CA,301.03,8324578,4,9,2010,1,,
Y,2018,FL,300.94,12477278,221,20,2005,2,,
Y,2018,OR,300.87,7706932,53,29,1999,1,,
Y,2018,OH,300.87,18672446,19,25,2009,5,,
Y,2018,CT,300.87,2147373,100,14,1997,1,,
Y,2018,VA,300.81,4244605,15,9,2008,1,,
Y,2018,MN,300.64,5873030,261,20,1994,1,,
Y,2018,IN,300.48,7091706,630,5,2001,3,,
Y,2018,PA,299.66,8150247,52,29,2011,1,,
Y,2018,CA,299.56,13855400,2,3,2000,1,,
Y,2018,KS,299.47,11358036,21,13,2007,1,,
Y,2018,GA,299.47,5696991,29,29,2014,1,,
Y,2018,VA,299.42,70733891,3,7,2005,4,,
Y,2018,CA,299.35,4507342,4,6,2012,1,,
Y,2018,MI,299.29,156994793,175,2,2012,3,,
Y,2018,CA,298.97,3297336,2,17,1995,1,,
Y,2018,NY,298.89,5562858,9,20,1992,1,,
Y,2018,CA,298.86,2341804,20,21,2014,1,,
Y,2018,FL,298.84,39357632,68,4,2011,2,,
Y,2018,UT,298.28,2927678,308,10,2002,1,,
Y,2018,TX,298.28,8147018,18,9,1997,1,,
Y,2018,NY,298.02,14786512,9,18,2008,5,,
Y,2018,VA,297.89,9434375,3,9,1998,1,,
Y,2018,AL,297.86,14752465,140,3,2004,1,,
Y,2018,KY,297.82,14761939,124,10,2007,1,,
Y,2018,PA,297.48,9178460,52,17,1996,1,,
Y,2018,OH,297.47,2757080,47,9,2012,2,,
Y,2018,FL,297.43,3760250,575,4,1990,1,,
Y,2018,TX,296.73,2095506,8,17,2008,1,,
Y,2018,VA,296.72,2329573,3,9,1990,1,,
Y,2018,MA,296.67,7787994,6,4,2012,1,,
Y,2018,CO,296.32,72546000,120,5,2009,6,,
Y,2018,VA,296.09,25000000,3,7,2010,4,,
Y,2018,FL,296.06,21665322,1,3,2009,4,,
Y,2018,CA,296.06,92128798,4,4,2012,1,,
Y,2018,MD,295.84,10777477,35,7,2000,4,,
Y,2018,PA,295.84,85883065,49,10,2009,1,,
Y,2018,IL,295.83,12608726,17,10,2012,2,X,
Y,2018,NC,295.76,9113732,43,21,2002,4,,
Y,2018,CA,295.71,22331762,247,20,2009,5,,
Y,2018,IL,295.57,5137449,17,3,2013,1,,
Y,2018,AL,295.30,11573047,140,3,2009,2,,
Y,2018,GA,295.20,6127133,29,5,2003,1,,
Y,2018,NV,294.84,22021098,1004,2,2008,1,,
Y,2018,VA,294.80,14231949,3,7,1995,1,,
Y,2018,GA,294.72,5758899,29,15,2006,1,,
Y,2018,VA,294.56,6084451,3,7,2005,1,,
Y,2018,CT,294.41,7619540,58,10,1994,1,,
Y,2018,NJ,294.35,16270066,9,28,2005,2,,
Y,2018,IA,294.34,4513122,169,5,1993,1,,
Y,2018,LA,294.28,10979871,33,20,1996,2,,
Y,2018,AZ,294.16,67434136,46,3,2008,5,X,
Y,2018,GA,293.96,9120201,29,28,2006,2,,
Y,2018,CA,293.82,3853900,11,9,2008,2,,
Y,2018,KY,293.76,5445188,630,17,1992,1,,
Y,2018,CA,293.72,5981172,11,7,2010,1,,
Y,2018,FL,293.66,3180799,1,17,2010,1,,
Y,2018,WA,293.60,3363220,23,17,2013,1,,
Y,2018,NY,293.54,25579787,9,10,1999,5,X,
Y,2018,PA,293.31,3154256,49,18,2000,1,,
Y,2018,MD,293.06,7372128,35,9,2012,1,,
Y,2018,TX,292.92,2060336,18,19,2012,1,,
Y,2018,CA,292.75,8393365,4,28,2013,2,,
Y,2018,MD,292.71,8304575,35,23,1998,1,,
Y,2018,NJ,292.56,8039102,9,3,1994,1,,
Y,2018,TX,292.56,11210693,8,3,2007,2,,
Y,2018,TX,292.43,5634896,14,10,1993,1,,
Y,2018,TX,292.30,13932758,18,9,1992,1,,
Y,2018,DE,292.11,6038215,49,21,2008,1,,
Y,2018,OR,292.07,3445703,53,14,2000,1,,
Y,2018,GA,291.90,2539856,29,9,2009,1,,
Y,2018,CA,291.87,36793000,2,11,2012,1,,
Y,2018,MN,291.77,2154377,13,5,2009,1,X,
Y,2018,PA,291.77,5567436,49,11,2002,1,,
Y,2018,NJ,291.74,5538094,9,9,2008,1,,
Y,2018,IL,291.12,57197976,17,16,2012,2,,
Y,2018,NJ,291.12,2479890,9,4,1991,1,,
Y,2018,PA,291.02,74799242,49,17,2011,3,,
Y,2018,OH,290.63,9520224,19,3,2013,4,,
Y,2018,VA,290.62,18114830,3,7,2007,3,,
Y,2018,OH,290.56,5022057,39,3,2009,1,,
Y,2018,LA,290.32,7648748,139,20,2007,1,,
Y,2018,NY,290.00,7584124,9,10,2008,4,X,X
Y,2018,FL,289.97,9627150,1,9,2001,1,,
Y,2018,MD,289.80,4483229,35,3,2011,1,,
Y,2018,TX,289.76,7078462,8,15,2011,1,,
Y,2018,MA,289.62,7988638,6,2,1997,1,,
Y,2018,MO,289.60,4630959,74,29,1997,1,,
Y,2018,TX,289.36,34355790,8,1,1993,1,,
Y,2018,NY,289.35,5842202,9,2,2000,2,,
Y,2018,MA,289.22,4021823,121,3,2011,1,,
Y,2018,CA,289.06,4377239,2,12,2004,1,,
Y,2018,NC,288.95,2886000,509,28,2007,1,,
Y,2018,TX,288.66,16944077,14,10,2010,1,,
Y,2018,AZ,288.52,26306878,46,20,2009,5,,
Y,2018,OH,288.34,8630000,47,5,2012,1,,
Y,2018,CA,288.24,3033251,2,10,2012,1,,
Y,2018,VA,288.15,57604868,40,3,2012,2,,
Y,2018,OR,287.89,8180946,10,17,2012,1,,
Y,2018,PA,287.81,6973158,49,5,1997,1,,
Y,2018,TN,287.74,3135791,99,20,1989,2,X,
Y,2018,IL,287.65,10295372,17,19,1996,1,,
Y,2018,CO,287.55,16837153,30,20,2010,1,,
Y,2018,AZ,287.37,14844647,46,6,2009,1,,
Y,2018,OH,287.33,2128363,300,20,2000,1,,
Y,2018,VA,287.16,8386551,3,13,2004,1,,
Y,2018,TX,286.98,6597069,8,29,2008,1,,
Y,2018,CA,286.95,18085065,2,4,2012,2,,
Y,2018,OR,286.95,20528127,10,29,2009,4,,
Y,2018,AZ,286.89,10777822,46,29,2012,1,X,
Y,2018,CA,286.88,4062500,2,10,1990,1,,
Y,2018,NY,286.84,13130986,9,11,2008,1,,
Y,2018,IL,286.61,18590207,17,17,2001,1,,
Y,2018,TX,286.60,60858105,8,12,2000,3,,
Y,2018,MT,286.40,3586375,369,17,1990,1,,
Y,2018,OR,286.31,3559515,10,9,2011,2,,
Y,2018,NC,286.30,6290638,198,18,2006,2,X,
Y,2018,VA,286.05,2581519,3,10,1995,1,,
Y,2018,FL,286.04,4646233,576,9,1993,1,,
Y,2018,IL,285.83,28446548,17,9,2008,6,,
Y,2018,NC,285.80,5937894,287,17,2008,1,,
Y,2018,VA,285.67,4202110,3,15,2013,1,,
Y,2018,NC,285.63,3818541,43,20,2008,1,,
Y,2018,TX,285.32,7347385,18,17,2010,3,,
Y,2018,CA,285.23,2296000,2,9,2014,1,,
Y,2018,FL,285.16,2975491,576,15,2002,1,,
Y,2018,PA,285.01,8686952,49,9,2011,1,,
Y,2018,CA,284.80,3132682,2,5,2001,1,,
Y,2018,CA,284.71,5885441,2,24,2014,1,,
Y,2018,KY,284.45,5168031,47,20,2000,1,,
Y,2018,FL,284.27,30308446,1,22,2012,3,,
Y,2018,CA,284.00,42440000,2,16,2009,3,,
Y,2018,KS,283.77,5547324,21,9,2012,1,,
Y,2018,FL,283.76,4936562,1030,22,1991,1,,
Y,2018,GA,283.55,8615419,29,7,1999,1,,
Y,2018,CA,283.49,8308899,2,3,2003,1,,
Y,2018,DC,283.46,2685477,3,28,1993,1,,
Y,2018,CA,283.31,2743524,54,19,2007,1,,
Y,2018,SC,283.30,4234127,107,3,1996,1,,
Y,2018,NJ,283.17,14293348,9,9,1999,3,,
Y,2018,SC,283.15,3190804,536,5,2008,2,,
Y,2018,DC,282.78,25890847,3,7,2007,3,,
Y,2018,CA,282.66,17302082,2,17,2010,3,,
Y,2018,CA,282.25,28160222,4,9,2011,2,,
Y,2018,NJ,282.25,5785412,9,12,2006,2,,
Y,2018,AL,282.12,2449943,69,7,2012,2,,
Y,2018,VA,281.94,3229725,15,3,2000,1,,
Y,2018,CA,281.74,15683354,2,18,2001,2,,
Y,2018,CA,281.71,2174900,2,17,2001,1,,
Y,2018,MI,281.66,3889430,219,11,1999,1,,
Y,2018,NV,281.64,5964759,125,20,1992,1,,
Y,2018,TX,281.64,2945179,8,2,2014,1,,
Y,2018,FL,281.62,7716755,199,4,2009,1,,
Y,2018,WA,281.59,2604701,23,4,2014,1,,
Y,2018,IN,281.50,90446386,162,2,1984,6,,
Y,2018,VA,281.36,3389896,3,28,2011,1,,
Y,2018,CA,281.35,31709000,2,5,1985,1,,
Y,2018,IL,281.28,13486901,17,9,2010,1,,
Y,2018,OH,281.15,3298100,19,5,2010,1,,
Y,2018,TX,281.11,15103600,8,16,2011,1,,
Y,2018,NC,280.98,10927228,509,20,1999,2,,
Y,2018,PA,280.97,3484285,49,22,2012,1,,
Y,2018,NY,280.87,167380922,9,18,2010,3,,
Y,2018,WI,280.86,2289921,27,5,2004,1,,
Y,2018,FL,280.52,2139591,1,21,2004,1,,
Y,2018,NH,280.50,4330728,24,18,2009,1,,
Y,2018,NY,280.31,3989560,9,9,1997,1,,
Y,2018,CA,280.28,2100000,2,17,2009,1,,
Y,2018,TX,280.18,2645009,18,3,2010,1,,
Y,2018,PR,280.01,3285422,217,9,1992,1,,
Y,2018,NY,279.84,3977468,9,6,1998,1,,
Y,2018,FL,279.42,2434672,362,15,2012,1,,
Y,2018,SC,279.42,16160818,107,10,2008,4,,
Y,2018,NY,279.09,45533809,71,28,2008,5,,
Y,2018,UT,278.97,5751259,48,2,2008,3,,
Y,2018,OH,278.95,9547392,79,9,1997,1,,
Y,2018,FL,278.75,11533430,362,28,2002,1,,
Y,2018,MI,278.59,565175347,303,10,1994,10,,
Y,2018,IN,278.48,3515228,81,24,1987,1,,
Y,2018,NY,278.47,4832932,71,4,2010,1,,
Y,2018,TX,278.35,3588272,8,14,2002,1,,
Y,2018,IL,278.28,1956260,17,5,2012,1,,
Y,2018,OH,278.05,5295126,47,15,1995,1,,
Y,2018,KY,277.85,3368776,630,5,2002,1,,
Y,2018,VA,277.80,190839795,3,29,2005,3,,
Y,2018,PA,277.78,23257564,305,20,2012,3,,
Y,2018,NY,277.51,22687287,9,18,2009,3,,
Y,2018,MD,277.46,10421141,3,17,2012,1,,
Y,2018,FL,277.41,4807712,1,5,2010,3,,
Y,2018,SC,277.38,47502255,43,17,1970,3,,
Y,2018,NY,277.31,2350557,9,2,2011,1,,
Y,2018,AZ,277.21,3202896,46,5,2013,1,,
Y,2018,FL,277.17,4146072,7,9,2013,1,,
Y,2018,CA,277.05,4218868,20,3,2013,1,,
Y,2018,WA,277.02,7156501,440,10,1995,1,,
Y,2018,IN,276.90,4712184,81,9,2005,1,,
Y,2018,PA,276.87,8996327,49,10,1999,1,,
Y,2018,FL,276.84,5671250,246,4,2012,1,,
Y,2018,TN,276.71,5752223,82,10,2004,1,,
Y,2018,AZ,276.60,8730847,46,28,1990,1,,
Y,2018,CO,276.55,2113723,80,5,2010,1,,
Y,2018,UT,276.40,10682292,12,5,2010,1,,
Y,2018,CO,276.32,2143159,30,14,2008,1,,
Y,2018,FL,276.31,2059806,1,5,2010,1,,
Y,2018,CA,275.86,3335714,11,3,2010,1,,
Y,2018,MT,275.51,3020834,405,9,2010,1,,
Y,2018,TN,275.42,6512434,105,5,2009,4,,
Y,2018,CA,275.28,6472508,11,10,1994,1,,
Y,2018,TX,275.25,2307022,22,19,2013,1,,
Y,2018,CA,275.16,2235046,2,11,1999,1,,
Y,2018,CA,275.06,4696858,274,4,1991,1,,
Y,2018,TX,275.00,2100000,18,4,2010,1,,
Y,2018,CA,274.93,10423850,345,20,2002,1,,
Y,2018,TX,274.90,56473628,8,4,2007,4,,
Y,2018,CO,274.73,2050694,30,5,1995,1,,
Y,2018,GA,274.46,2436537,29,17,2012,1,,
Y,2018,IL,274.39,4667886,17,5,2012,1,,
Y,2018,FL,274.27,34580122,312,18,2006,3,,
Y,2018,GA,274.20,8341537,29,20,2013,1,,
Y,2018,GA,274.09,13071641,29,22,1991,1,,
Y,2018,UT,274.05,2186931,204,14,1999,1,,
Y,2018,GA,274.03,16090422,29,3,1998,3,,
Y,2018,MD,273.99,17075003,35,7,2008,3,,
Y,2018,NY,273.95,26135931,9,28,2012,3,,
Y,2018,CA,273.91,7850137,67,14,2001,1,,
Y,2018,FL,273.86,6394937,68,5,1991,1,,
Y,2018,NJ,273.79,6025175,49,9,2013,1,,
Y,2018,NY,273.66,6463055,9,17,2001,1,,
Y,2018,AZ,273.59,4454661,46,22,2013,1,,
Y,2018,NJ,273.57,18559448,9,1,2011,1,,
Y,2018,CA,273.25,25148536,2,16,2012,3,X,
Y,2018,CA,273.09,9775794,20,15,2010,1,,
Y,2018,IL,273.02,5798050,17,28,2013,1,X,
Y,2018,CA,272.79,2296619,2,17,1999,1,,
Y,2018,IL,272.78,4095919,17,17,2010,1,,
Y,2018,IN,272.77,5282847,115,9,2006,1,,
Y,2018,MI,272.71,11426759,50,20,2009,2,,
Y,2018,OH,272.64,3391276,47,24,2010,3,,
Y,2018,NY,272.59,83092509,9,5,2011,4,,
Y,2018,CO,272.36,14699304,80,10,2009,1,,
Y,2018,UT,272.08,2794313,48,13,2013,1,,
Y,2018,AL,271.74,3631651,69,24,2000,6,,
Y,2018,FL,271.63,3133614,68,22,2005,1,,
Y,2018,FL,271.63,14068890,1,3,2010,4,,
Y,2018,DC,271.54,3831790,3,29,1992,1,,
Y,2018,OH,271.29,3012798,79,25,2007,1,,
Y,2018,CA,271.29,28996492,11,10,2008,6,,
Y,2018,CA,271.16,2498662,2,22,2002,1,,
Y,2018,NY,271.13,3128286,9,29,2010,2,X,
Y,2018,NY,270.95,8447849,9,5,1997,1,,
Y,2018,GA,270.90,2312334,29,20,2004,1,,
Y,2018,FL,270.80,3353138,7,5,2010,2,X,
Y,2018,NY,270.77,22785146,9,2,2013,1,,
Y,2018,CA,270.77,5279893,2,10,1995,1,,
Y,2018,NY,270.55,7087693,9,9,2010,1,,
Y,2018,MI,270.35,6220375,84,17,1991,1,,
Y,2018,IN,270.15,4221394,81,4,1997,1,,
Y,2018,IL,270.04,2485330,17,4,1988,1,,
Y,2018,OK,270.00,2485532,841,17,2009,1,,
Y,2018,TX,270.00,10113336,8,15,2004,1,,
Y,2018,FL,269.90,85106000,1,18,2000,3,,
Y,2018,NY,269.79,65846888,9,21,2005,1,,
Y,2018,GA,269.20,6398344,29,9,2011,4,,
Y,2018,PA,269.12,2091923,305,2,2008,1,,
Y,2018,OR,269.05,4558010,998,3,2001,1,,
Y,2018,IL,268.97,4328000,17,11,2007,1,,
Y,2018,IL,268.91,8556876,17,2,1999,1,,
Y,2018,MO,268.89,8362302,74,10,2014,1,X,
Y,2018,TX,268.74,7677032,22,17,2004,1,,
Y,2018,FL,268.45,8744535,68,22,2013,2,,
Y,2018,AZ,268.27,11662638,46,9,2002,1,,
Y,2018,CA,268.20,5038413,2,19,2008,1,,
Y,2018,CA,268.14,13130793,20,9,1992,1,,
Y,2018,GA,268.09,5287569,29,6,2001,1,,
Y,2018,VA,268.03,6504888,3,7,2013,2,,
Y,2018,CA,267.99,3412680,20,4,2009,1,,
Y,2018,WA,267.88,122102000,10,18,2006,3,,
Y,2018,CA,267.86,11499479,54,15,2008,1,,
Y,2018,CA,267.85,14025614,4,21,2013,1,X,X
Y,2018,MD,267.82,4732724,35,10,2013,1,,
Y,2018,MD,267.52,4866661,3,29,2004,1,,
Y,2018,CA,267.44,5519494,11,2,2012,2,X,X
Y,2018,KY,267.23,4456127,47,6,1995,1,,
Y,2018,GA,267.22,3070000,29,17,2007,3,,
Y,2018,FL,267.11,5855179,1,6,2014,1,,
Y,2018,WA,266.99,4213495,23,21,2003,1,,
Y,2018,TN,266.96,2488000,82,3,2013,1,X,
Y,2018,KY,266.90,3785865,132,4,2002,1,,
Y,2018,FL,266.76,16332571,68,22,2013,2,,
Y,2018,OR,266.73,8069750,10,7,2008,1,,
Y,2018,AZ,266.58,5568832,46,14,2001,1,,
Y,2018,IN,266.54,4934613,17,3,1992,1,,
Y,2018,VA,266.44,3875938,3,2,2009,2,,
Y,2018,CO,266.41,3346488,120,28,2011,1,,
Y,2018,OR,266.36,30407783,958,20,2005,1,X,
Y,2018,CA,266.33,5532244,2,29,2012,2,X,
Y,2018,MA,266.12,2932502,6,5,2007,1,,
Y,2018,NY,266.08,23258409,9,16,2004,3,,
Y,2018,NC,265.71,2917123,998,20,1999,1,,
Y,2018,IL,265.60,8247012,17,29,2010,4,X,
Y,2018,FL,265.43,13502450,312,18,2007,1,,
Y,2018,GA,265.38,2180652,3,29,2004,1,,
Y,2018,VA,265.22,12535143,3,7,2001,1,,
Y,2018,IL,265.20,2072930,763,14,2005,1,,
Y,2018,KY,265.18,15003189,280,18,2014,1,,
Y,2018,CO,265.10,4099492,30,5,2002,1,,
Y,2018,TX,265.01,4172235,18,10,1992,1,,
Y,2018,CA,264.92,40726000,4,12,2009,4,,
Y,2018,TX,264.90,2580088,22,17,2010,1,X,
Y,2018,TX,264.78,9836638,8,9,1992,1,,
Y,2018,IA,264.77,4805702,161,23,2011,3,,
Y,2018,TX,264.76,5087449,22,23,2012,2,,
Y,2018,NC,264.74,9991807,509,5,2002,1,,
Y,2018,VA,264.68,4956266,3,13,2008,3,,
Y,2018,MN,264.68,2625886,13,20,2013,1,,
Y,2018,OH,264.59,2278535,79,17,2012,1,,
Y,2018,VA,264.22,5681469,3,28,2009,1,,
Y,2018,NY,264.19,3030882,71,5,1999,1,,
Y,2018,MA,264.10,6711087,6,28,1993,1,,
Y,2018,FL,264.10,110913657,1,9,2010,4,,
