inc_list,year,state_s,growth,revenue,ifmid,ifiid,founded,yrs_on_list,partner_lists/0,partner_lists/1
N,2018,CA,8387.47,6801818,4,9,1990,1,,
N,2018,DC,6980.15,4584834,3,7,2001,1,,
N,2018,NY,6837.00,3360648,77,5,1993,1,,
N,2018,DE,6645.60,3460616,49,20,2011,1,,
N,2018,MA,6600.48,3456725,6,5,1996,1,,
N,2018,UT,6472.67,3683763,48,4,2000,1,,
N,2018,CA,6170.52,3187547,11,17,1992,1,,
N,2018,NJ,6041.76,4368207,9,28,2002,1,,
N,2018,NY,6015.52,4194681,9,2,1991,1,,
N,2018,NY,5854.27,5690503,9,2,2009,1,,
N,2018,CA,5846.84,3082100,2,16,2010,1,,
N,2018,WV,5730.00,4999160,3,29,1997,1,,
N,2018,CA,5726.03,2855447,11,22,2009,1,,
N,2018,TX,5635.33,2981454,8,16,1992,1,,
N,2018,NY,5429.24,3648208,9,4,1991,1,,
N,2018,MD,5331.29,3997120,3,10,2008,1,,
N,2018,PA,5296.88,4527409,49,18,1990,1,,
N,2018,CA,5253.05,2637805,2,18,2003,1,,
N,2018,CA,5086.70,2722350,2,11,1996,1,,
N,2018,GA,5082.39,3001856,29,5,1998,1,,
N,2018,NY,5039.79,3637684,9,9,2006,1,,
N,2018,PA,4911.07,2544750,49,1,1992,1,,
N,2018,MN,4809.34,4588957,176,5,1990,1,,
N,2018,TX,4794.93,2858659,8,9,2012,1,,
N,2018,IL,4783.07,2862387,17,6,1990,1,,
N,2018,CA,4763.53,3065644,4,9,1992,1,,
N,2018,MO,4732.67,3242054,74,18,1998,1,,
N,2018,FL,4668.74,2357598,7,1,1991,1,,
N,2018,NY,4563.72,3087286,9,2,2009,1,,
N,2018,CA,4474.19,3688994,4,20,2001,1,,
N,2018,CA,4320.19,4290180,54,18,2010,1,,
N,2018,PA,4256.16,2964108,998,12,2005,1,,
N,2018,MO,4186.81,2658856,21,4,2005,1,,
N,2018,TN,4170.69,2567425,222,3,1996,1,,
N,2018,SC,4123.64,2337969,29,21,2012,1,,
N,2018,NV,4116.34,2924732,1004,14,1998,1,,
N,2018,CT,4032.56,2076110,70,21,1999,1,,
N,2018,CA,4025.76,2090231,2,3,2002,1,,
N,2018,VA,3981.41,1991469,3,28,1990,1,,
N,2018,NY,3937.34,3331093,9,2,1991,1,,
N,2018,CA,3909.25,2699468,2,22,2010,1,,
N,2018,UT,3856.85,2193253,48,5,1995,1,,
N,2018,TN,3850.41,1980575,998,20,2005,1,,
N,2018,CA,3828.89,2033397,2,18,1992,1,,
N,2018,ND,3740.23,3092037,402,9,2006,1,,
N,2018,MI,3739.09,1920853,401,18,2009,1,,
N,2018,CA,3622.88,2089235,4,9,1999,1,,
N,2018,IL,3617.30,1862544,74,18,2010,1,,
N,2018,IL,3602.95,3164847,17,3,1999,1,,
N,2018,TX,3580.36,2927196,8,10,2008,1,,
N,2018,TX,3573.61,3578414,22,16,2008,1,,
N,2018,NY,3557.81,1967698,9,5,2007,1,,
N,2018,VA,3473.86,1738242,3,28,1999,1,,
N,2018,MT,3470.64,2075048,369,2,1994,1,,
N,2018,ID,3360.52,1862104,159,9,2014,1,,
N,2018,TX,3352.91,1679365,886,5,1994,1,,
N,2018,CO,3205.49,1842643,31,5,1997,1,,
N,2018,VA,3173.87,2502329,3,7,2013,1,,
N,2018,NV,3120.99,1857016,1004,24,2002,1,,
N,2018,UT,3114.16,2934649,48,5,2011,1,,
N,2018,VA,3113.16,1693738,15,7,2006,1,,
N,2018,IL,3086.60,1890344,17,17,2012,1,,
N,2018,GA,3075.84,3037224,29,28,2010,1,,
N,2018,VA,3010.39,1957484,3,7,2004,1,,
N,2018,WA,2986.31,2856642,23,9,1997,1,,
N,2018,MA,2936.49,1676000,6,10,2014,1,,
N,2018,AR,2900.79,2711714,832,10,2002,1,,
N,2018,PA,2900.03,2369605,357,9,1995,1,,
N,2018,VA,2895.66,2228093,3,7,1991,1,,
N,2018,IL,2871.12,1779206,17,3,2013,1,,
N,2018,CA,2852.76,1698569,2,7,2000,1,,
N,2018,FL,2806.97,2365106,7,2,2002,1,,
N,2018,FL,2756.86,2212207,7,5,2005,1,,
N,2018,VA,2705.40,2007636,3,7,2000,1,,
N,2018,VA,2672.48,2288499,276,9,2013,1,,
N,2018,IL,2646.27,1629038,17,17,1992,1,,
N,2018,OH,2641.01,1386067,19,28,1995,1,,
N,2018,AL,2621.40,1394892,69,7,1991,1,,
N,2018,MO,2617.76,2166702,74,5,2000,1,,
N,2018,VA,2608.45,1472364,15,3,1999,1,,
N,2018,FL,2504.51,1313437,1,5,1994,1,,
N,2018,ID,2458.13,1304142,148,19,1998,1,,
N,2018,MD,2452.63,2329978,35,17,2013,1,,
N,2018,PA,2452.01,2502770,49,28,2004,1,,
N,2018,IL,2408.14,1402993,17,10,1994,1,,
N,2018,NY,2300.10,1943606,9,17,2010,1,,
N,2018,TX,2298.87,1458217,18,11,1998,1,,
N,2018,NY,2254.93,2054590,9,10,2013,1,,
N,2018,NV,2225.85,1300393,1004,19,1994,1,,
N,2018,CA,2221.06,1921273,4,9,1995,1,,
N,2018,TX,2215.66,1481188,75,5,1990,1,,
N,2018,NJ,2206.50,2179815,9,28,2009,1,,
N,2018,NY,2163.71,1408729,9,13,2003,1,,
N,2018,CA,2162.91,2243235,4,16,1991,1,,
N,2018,CA,2130.47,1337136,4,3,1992,1,,
N,2018,MO,2120.79,1749684,62,5,2005,1,,
N,2018,WI,2107.31,1268936,718,11,1991,1,,
N,2018,CA,2082.56,1383535,20,17,1999,1,,
N,2018,VA,2050.47,1545144,106,10,1996,1,,
N,2018,GA,2032.62,1992550,29,20,1992,1,,
N,2018,MI,2028.48,1742898,144,3,1996,1,,
N,2018,TX,2015.08,1735535,886,28,2003,1,,
N,2018,SC,2010.31,2056805,536,6,2000,1,,
N,2018,CA,1995.56,1952195,11,28,2004,1,,
N,2018,OH,1995.35,1466782,19,9,2005,1,,
N,2018,NV,1977.59,1524326,125,4,1997,1,,
N,2018,CA,1943.20,2005231,2,5,2014,1,,
N,2018,NY,1914.84,1499924,9,7,1999,1,,
N,2018,CA,1910.74,1428167,4,11,2001,1,,
N,2018,MA,1838.06,1816825,6,4,1997,1,,
N,2018,OH,1818.65,1429469,19,5,2006,1,,
N,2018,CA,1805.86,1953505,2,12,2011,1,,
N,2018,NY,1800.00,1653532,9,17,2005,1,,
N,2018,AL,1795.32,1517868,390,18,1997,1,,
N,2018,TX,1795.31,1332149,22,4,1990,1,,
N,2018,VA,1757.58,1801064,3,14,1996,1,,
N,2018,CA,1746.49,1682671,11,18,2005,1,,
N,2018,NC,1719.06,1484397,152,15,1996,1,,
N,2018,SC,1708.33,1518836,107,10,2014,1,,
N,2018,TX,1706.30,1898490,18,9,1994,1,,
N,2018,NY,1702.47,1810356,9,5,2006,1,,
N,2018,WI,1698.11,1785797,27,9,2002,1,,
N,2018,MT,1697.49,1478864,309,4,1995,1,,
N,2018,ID,1677.22,1283188,148,14,1998,1,,
N,2018,NY,1660.41,1568486,9,5,1999,1,,
N,2018,CA,1660.38,1383972,2,2,2003,1,,
N,2018,CA,1606.01,1323874,2,17,2003,1,,
N,2018,FL,1562.15,1424790,1,20,1990,1,,
N,2018,CA,1535.47,1407515,4,24,2013,1,,
N,2018,NJ,1533.63,1494350,9,5,2010,1,,
N,2018,CA,1531.00,1896525,2,5,2001,1,,
N,2018,IN,1527.22,1951284,81,17,2011,1,,
N,2018,PA,1512.38,1615697,49,4,2013,1,,
N,2018,NY,1443.91,1428841,9,10,1992,1,,
N,2018,UT,1422.60,1408417,48,4,1993,1,,
N,2018,MN,1410.09,1781000,176,29,2014,1,,
N,2018,MN,1392.82,1649028,13,15,2013,1,,
N,2018,CA,1378.54,1331407,2,9,2011,1,,
N,2018,NJ,1355.53,1769345,9,14,2009,1,,
N,2018,OK,1335.00,1592500,841,20,2012,1,,
N,2018,WI,1323.05,1823250,27,3,2010,1,,
N,2018,GA,1316.85,1705393,29,21,1998,1,,
N,2018,FL,1305.11,1826737,64,18,2010,1,,
N,2018,CA,1275.29,1715718,4,2,2011,1,,
N,2018,AL,1254.19,1300746,140,17,2007,1,,
N,2018,GA,1249.47,1376747,29,4,2002,1,,
N,2018,CA,1237.72,1991537,2,9,1990,1,,
N,2018,NE,1237.12,1474403,97,29,2011,1,,
N,2018,PA,1229.14,1688153,305,20,1999,1,,
N,2018,FL,1228.36,1300553,1,9,2002,1,,
N,2018,FL,1225.37,1887022,221,19,2014,1,,
N,2018,VA,1217.40,1727381,3,7,2013,1,,
N,2018,TX,1209.60,1409324,229,19,2008,1,,
N,2018,NJ,1207.61,1323814,9,29,1998,1,,
N,2018,CO,1195.78,1552180,31,9,1999,1,,
N,2018,MD,1153.49,1892168,35,17,2010,1,,
N,2018,GA,1147.48,1664575,29,19,2002,1,,
N,2018,CA,1133.79,1547818,4,9,1990,1,,
N,2018,CA,1132.68,1916664,11,17,1998,1,,
N,2018,CA,1128.11,1688407,345,9,1998,1,,
N,2018,NY,1106.79,1566500,129,3,1994,1,,
N,2018,MA,1104.26,1351117,109,5,1990,1,,
N,2018,CA,1102.01,1430229,2,12,2006,1,,
N,2018,NY,1089.67,1952938,9,17,1991,1,,
N,2018,GA,1084.61,1332091,29,28,2003,1,,
N,2018,NC,1080.56,1416350,509,17,2014,1,,
N,2018,CA,1061.73,1594078,67,15,1991,1,,
N,2018,NY,1061.11,1700216,9,17,1992,1,,
N,2018,UT,1055.92,1504497,12,19,2006,1,,
N,2018,CA,1055.10,1956063,4,5,1998,1,,
N,2018,FL,1052.26,1596566,1,10,2001,1,,
N,2018,WA,1051.24,1559060,23,1,1991,1,,
N,2018,NC,1048.45,1568321,36,7,2013,1,,
N,2018,CA,1046.16,1780056,2,17,1999,1,,
N,2018,OH,1025.64,1987071,79,18,2006,1,,
N,2018,MI,1023.46,1318200,50,9,1993,1,,
N,2018,NY,1014.96,1588483,9,5,1991,1,,
N,2018,CA,1008.74,1941116,2,10,2005,1,,
N,2018,MS,996.70,1323139,96,9,1996,1,,
N,2018,SC,989.14,1454885,107,10,2010,1,,
N,2018,CA,985.31,1439900,11,5,2009,1,,
N,2018,FL,969.29,1534107,7,11,2004,1,,
N,2018,NC,949.43,1344485,36,17,2001,1,,
N,2018,NY,947.71,1628512,9,5,1995,1,,
N,2018,MA,937.65,1327300,6,1,1994,1,,
N,2018,CA,930.58,1365425,2,5,2008,1,,
N,2018,CA,922.08,1348750,42,10,1995,1,,
N,2018,CA,920.14,1778100,11,20,2002,1,,
N,2018,FL,917.03,1969517,68,18,2005,1,,
N,2018,OR,903.73,1983981,10,18,2012,1,,
N,2018,WA,902.51,1522871,23,9,2009,1,,
N,2018,TX,884.85,1746648,8,5,2010,1,,
N,2018,IL,882.61,1569872,17,20,2013,1,,
N,2018,NJ,880.22,1679159,9,18,2009,1,,
N,2018,VA,877.56,1300400,3,24,1997,1,,
N,2018,TX,862.44,1431143,8,4,2007,1,,
N,2018,NY,854.96,1570617,9,5,1994,1,,
N,2018,CA,851.14,1858429,11,18,1999,1,,
N,2018,VA,850.77,1573117,3,7,2007,1,,
N,2018,TX,849.85,1585836,22,3,2002,1,,
N,2018,TN,846.75,1561065,82,5,1999,1,,
N,2018,TX,846.47,1610131,18,22,1997,1,,
N,2018,CA,843.99,1729218,4,13,2013,1,,
N,2018,AL,842.06,1398888,140,5,1996,1,,
N,2018,IA,827.76,1736904,174,6,2002,1,,
N,2018,CT,823.72,1364841,70,3,1994,1,,
N,2018,FL,816.88,1884112,1,16,2005,1,,
N,2018,NY,808.91,1393070,9,9,1998,1,,
N,2018,CA,806.96,1309835,2,9,1999,1,,
N,2018,TX,801.16,1528020,8,4,2002,1,,
N,2018,NY,795.99,1696956,9,17,2000,1,,
N,2018,IL,790.40,1363675,74,5,2004,1,,
N,2018,NJ,789.86,1733274,59,21,2000,1,,
N,2018,KY,787.01,1640905,630,4,2005,1,,
N,2018,MI,783.99,1373263,84,4,2010,1,,
N,2018,UT,779.79,1809411,204,9,1999,1,,
N,2018,CA,777.95,1373778,11,17,1994,1,,
N,2018,MT,773.66,1691676,405,15,1991,1,,
N,2018,MO,767.87,1449779,21,9,1999,1,,
N,2018,WA,763.54,1332500,23,5,2004,1,,
N,2018,CA,762.27,1397815,11,10,2002,1,,
N,2018,PA,759.48,1320392,49,9,2006,1,,
N,2018,CO,758.32,1574347,30,4,2001,1,,
N,2018,MA,746.87,1592965,6,1,2001,1,,
N,2018,IL,737.83,1692830,17,15,1991,1,,
N,2018,FL,729.02,1635941,1,5,2013,1,,
N,2018,FL,724.18,1322445,1,17,1991,1,,
N,2018,CA,720.85,1343104,20,9,2002,1,,
N,2018,NY,718.65,1571939,9,9,2009,1,,
N,2018,FL,713.95,1541461,1,5,2006,1,,
N,2018,PA,711.85,1421020,49,17,2009,1,,
N,2018,FL,709.41,1583378,64,17,1997,1,,
N,2018,OH,705.91,1898494,47,5,2002,1,,
N,2018,TX,704.60,1941024,289,16,2000,1,,
N,2018,VA,703.19,1319802,3,4,1991,1,,
N,2018,NY,701.24,1918731,9,2,1994,1,,
N,2018,UT,701.21,1357443,12,18,2003,1,,
N,2018,FL,700.45,1685904,68,28,2008,1,,
N,2018,NY,696.80,1607561,9,24,1992,1,,
N,2018,CO,693.86,1353095,10,2,1994,1,,
N,2018,OH,691.22,1965188,47,20,2008,1,,
N,2018,NJ,683.94,1551796,9,11,2000,1,,
N,2018,FL,682.01,1729653,1,9,2010,1,,
N,2018,IL,681.24,1368549,17,17,1993,1,,
N,2018,WA,677.94,1615681,23,19,2012,1,,
N,2018,UT,676.41,1854674,12,5,1993,1,,
N,2018,CA,674.18,1981026,2,9,2012,1,,
N,2018,CA,666.59,1717509,11,23,2010,1,,
N,2018,TX,664.71,1402218,8,17,1994,1,,
N,2018,IL,660.48,1425700,17,9,1992,1,,
N,2018,PA,660.14,1874475,49,20,2005,1,,
N,2018,CO,659.49,1335505,30,20,2006,1,,
N,2018,CA,656.88,1950559,2,11,2010,1,,
N,2018,CA,647.22,1478331,20,17,1998,1,,
N,2018,TX,647.17,1789775,18,3,2013,1,,
N,2018,NY,643.33,1783367,9,22,1997,1,,
N,2018,FL,641.03,1466771,64,10,1995,1,,
N,2018,MI,633.32,1462820,50,9,2007,1,,
N,2018,CA,623.84,1863085,2,17,2001,1,,
N,2018,CA,618.38,1553175,2,10,2007,1,,
N,2018,SC,616.21,1736894,537,4,2001,1,,
N,2018,TX,616.00,1387669,8,9,2001,1,,
N,2018,NH,604.88,1493866,24,10,1995,1,,
N,2018,NE,603.15,1649071,92,17,1996,1,,
N,2018,IA,551.62,1483162,174,17,2008,1,,
N,2018,IL,550.73,1540849,17,15,1992,1,,
N,2018,NY,550.41,1326650,9,19,1996,1,,
N,2018,NY,548.08,1400588,9,2,2013,1,,
N,2018,IA,545.32,1391110,161,10,2007,1,,
N,2018,NY,545.21,1696500,9,22,2001,1,,
N,2018,MN,544.14,1432307,13,5,2007,1,,
N,2018,MT,539.15,1601849,369,29,2010,1,,
N,2018,AZ,536.41,1432501,46,20,1996,1,,
N,2018,IL,530.14,1533341,17,3,2013,1,,
N,2018,PA,530.05,1434331,49,4,2014,1,,
N,2018,OK,529.69,1375312,841,9,2006,1,,
N,2018,TX,524.76,1930627,22,17,2008,1,,
N,2018,FL,523.83,1380368,7,4,1993,1,,
N,2018,CT,519.93,1970621,70,5,1994,1,,
N,2018,CA,513.11,1707382,4,4,2006,1,,
N,2018,NJ,511.77,1568638,49,28,2005,1,,
N,2018,MD,506.08,1461208,35,7,2004,1,,
N,2018,LA,498.76,1939430,139,20,1998,1,,
N,2018,FL,496.08,1885946,187,17,1993,1,,
N,2018,FL,495.18,1801231,7,10,1997,1,,
N,2018,IL,494.35,1544564,17,5,2002,1,,
N,2018,IN,490.11,1775803,81,3,2012,1,,
N,2018,MA,489.85,1813425,6,17,2006,1,,
N,2018,GA,489.36,1707589,429,1,2011,1,,
N,2018,CO,487.73,1569394,30,21,2014,1,,
N,2018,MI,487.48,1440862,50,1,2013,1,,
N,2018,TX,486.76,1389050,18,9,2002,1,,
N,2018,CA,484.66,1727786,4,5,2000,1,,
N,2018,NJ,472.49,1383773,9,20,2004,1,,
N,2018,NY,471.35,1369735,9,2,2000,1,,
N,2018,OK,468.25,1880202,38,9,1998,1,,
N,2018,TX,467.59,1741623,8,5,1992,1,,
N,2018,PA,464.14,1823893,49,13,2001,1,,
N,2018,CA,464.10,1429372,2,5,1995,1,,
N,2018,NC,461.46,1908971,299,19,1991,1,,
N,2018,FL,454.47,1320317,7,22,1997,1,,
N,2018,CA,445.85,1870218,11,3,2010,1,,
N,2018,CA,443.71,1563193,11,9,2002,1,,
N,2018,NJ,438.75,1613300,9,2,1994,1,,
N,2018,OH,437.37,1925067,300,3,2013,1,,
N,2018,NY,437.12,1907964,9,5,2000,1,,
N,2018,FL,432.19,1323503,1,18,2002,1,,
N,2018,MN,432.13,1301196,13,12,2013,1,,
N,2018,CA,431.41,1626996,54,17,1995,1,,
N,2018,NY,430.18,1522787,9,9,1992,1,,
N,2018,IL,428.90,1780728,17,18,1997,1,,
N,2018,SD,427.49,1679949,742,22,1993,1,,
N,2018,IN,426.44,1592787,81,9,2012,1,,
N,2018,IL,425.92,1507818,17,10,2003,1,,
N,2018,TX,425.80,1930500,8,9,2002,1,,
N,2018,FL,425.08,1597489,1,24,1996,1,,
N,2018,IL,423.52,1548543,17,5,1992,1,,
N,2018,NC,418.68,1375681,509,4,2007,1,,
N,2018,FL,417.15,1345479,7,9,1990,1,,
N,2018,TN,411.94,1467940,82,22,2009,1,,
N,2018,GA,409.85,1691632,29,9,1996,1,,
N,2018,CT,406.17,1395792,100,14,2007,1,,
N,2018,OH,401.58,1792102,47,9,2008,1,,
N,2018,TX,400.59,1362079,8,17,2007,1,,
N,2018,TX,395.44,1339218,18,19,1991,1,,
N,2018,GA,394.06,1650906,29,9,1993,1,,
N,2018,MN,393.89,1400345,13,5,1995,1,,
N,2018,NC,390.08,1875900,509,28,2001,1,,
N,2018,CA,385.07,1492400,2,9,2010,1,,
N,2018,FL,384.97,1934069,576,15,2009,1,,
N,2018,CA,382.47,1783291,54,19,1994,1,,
N,2018,AL,380.87,1592463,69,7,2001,1,,
N,2018,FL,378.70,1390734,1,21,1991,1,,
N,2018,CA,378.38,1365000,2,17,2002,1,,
N,2018,FL,377.22,1582537,362,15,1992,1,,
N,2018,IL,375.68,1271569,17,5,2004,1,,
N,2018,NY,374.37,1527862,9,2,2003,1,,
N,2018,CO,373.34,1373920,80,5,2008,1,,
N,2018,MT,371.94,1963542,405,9,1993,1,,
N,2018,TX,371.59,1499564,22,19,2013,1,,
N,2018,TX,371.25,1365000,18,4,2002,1,,
N,2018,GA,370.52,1583749,29,17,2008,1,,
N,2018,CA,368.27,1492802,2,17,2007,1,,
N,2018,UT,367.31,1816303,48,13,2014,1,,
N,2018,IL,364.56,1615465,17,4,2010,1,,
N,2018,GA,360.75,1995500,29,17,1999,1,,
N,2018,TN,360.40,1617200,82,3,2013,1,,
N,2018,GA,358.27,1417424,3,29,1991,1,,
N,2018,TX,357.62,1677057,22,17,1999,1,,
N,2018,MN,357.32,1706826,13,20,2007,1,,
N,2018,NJ,352.53,1378248,9,5,1997,1,,
N,2018,TX,349.82,1347593,22,7,1996,1,,
N,2018,NY,349.50,1990753,9,17,2006,1,,
N,2018,UT,348.98,1737271,12,15,2007,1,,
N,2018,CA,347.56,1621750,54,4,2004,1,,
N,2018,TX,346.84,1340950,22,17,2011,1,,
N,2018,CA,343.28,1667250,2,12,2007,1,,
N,2018,SC,342.48,1846574,107,3,1999,1,,
N,2018,FL,341.52,1424800,68,17,2005,1,,
N,2018,CA,337.89,1311488,4,9,1990,1,,
N,2018,TX,335.66,1618672,22,20,1990,1,,
N,2018,AL,334.97,1831852,193,28,1996,1,,
N,2018,AL,334.51,1984765,140,10,1990,1,,
N,2018,CA,329.58,1321132,4,20,1993,1,,
N,2018,CA,328.43,1786224,20,9,2014,1,,
N,2018,TX,328.24,1593085,14,18,1998,1,,
N,2018,AR,327.59,1465422,122,10,2006,1,,
N,2018,MO,327.26,1442111,74,5,2010,1,,
N,2018,IL,327.05,1482492,74,3,2004,1,,
N,2018,IN,324.53,1631707,81,17,2008,1,,
N,2018,TX,323.44,1657343,18,4,2000,1,,
N,2018,IL,321.33,1771382,17,1,2003,1,,
N,2018,GA,320.77,1724534,29,6,2005,1,,
N,2018,MD,320.26,1652817,35,5,2012,1,,
N,2018,FL,319.65,1415018,7,17,2003,1,,
N,2018,SC,318.91,1716472,536,5,1990,1,,
N,2018,GA,318.61,1273594,29,7,2012,1,,
N,2018,NV,318.45,1304312,1004,17,1996,1,,
N,2018,TX,315.63,1566894,14,28,2003,1,,
N,2018,CA,314.22,1622680,20,10,1999,1,,
N,2018,VA,311.78,1639648,15,28,2002,1,,
N,2018,IL,310.91,1302140,17,28,1995,1,,
N,2018,FL,310.26,1319755,68,5,2013,1,,
N,2018,CO,309.66,1926855,30,5,2005,1,,
N,2018,NV,307.45,1513168,1004,18,2010,1,,
N,2018,OH,307.35,1863410,79,17,2000,1,,
